image_path,subject_id,gender,hand,finger,finger_index,category,alteration
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Left_ring_finger_CR.BMP,295,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Left_ring_finger_Obl.BMP,295,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Left_ring_finger_Zcut.BMP,295,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Left_thumb_finger_CR.BMP,295,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Left_thumb_finger_Obl.BMP,295,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Left_thumb_finger_Zcut.BMP,295,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_index_finger_CR.BMP,295,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_index_finger_Obl.BMP,295,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_index_finger_Zcut.BMP,295,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_little_finger_CR.BMP,295,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_little_finger_Obl.BMP,295,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_little_finger_Zcut.BMP,295,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_middle_finger_CR.BMP,295,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_middle_finger_Obl.BMP,295,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_middle_finger_Zcut.BMP,295,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_ring_finger_CR.BMP,295,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_ring_finger_Obl.BMP,295,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_ring_finger_Zcut.BMP,295,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_thumb_finger_CR.BMP,295,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_thumb_finger_Obl.BMP,295,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/295__M_Right_thumb_finger_Zcut.BMP,295,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_index_finger_CR.BMP,296,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_index_finger_Obl.BMP,296,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_index_finger_Zcut.BMP,296,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_little_finger_CR.BMP,296,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_little_finger_Obl.BMP,296,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_little_finger_Zcut.BMP,296,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_middle_finger_CR.BMP,296,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_middle_finger_Obl.BMP,296,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_middle_finger_Zcut.BMP,296,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_ring_finger_CR.BMP,296,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_ring_finger_Obl.BMP,296,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_ring_finger_Zcut.BMP,296,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_thumb_finger_CR.BMP,296,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_thumb_finger_Obl.BMP,296,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Left_thumb_finger_Zcut.BMP,296,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_index_finger_CR.BMP,296,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_index_finger_Obl.BMP,296,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_index_finger_Zcut.BMP,296,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_little_finger_CR.BMP,296,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_little_finger_Obl.BMP,296,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_little_finger_Zcut.BMP,296,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_middle_finger_CR.BMP,296,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_middle_finger_Obl.BMP,296,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_middle_finger_Zcut.BMP,296,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_ring_finger_CR.BMP,296,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_ring_finger_Obl.BMP,296,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_ring_finger_Zcut.BMP,296,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_thumb_finger_CR.BMP,296,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_thumb_finger_Obl.BMP,296,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/296__M_Right_thumb_finger_Zcut.BMP,296,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_index_finger_CR.BMP,297,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_index_finger_Obl.BMP,297,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_index_finger_Zcut.BMP,297,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_little_finger_CR.BMP,297,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_little_finger_Obl.BMP,297,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_little_finger_Zcut.BMP,297,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_middle_finger_CR.BMP,297,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_middle_finger_Obl.BMP,297,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_middle_finger_Zcut.BMP,297,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_ring_finger_CR.BMP,297,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_ring_finger_Obl.BMP,297,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_ring_finger_Zcut.BMP,297,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_thumb_finger_CR.BMP,297,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_thumb_finger_Obl.BMP,297,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Left_thumb_finger_Zcut.BMP,297,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_index_finger_CR.BMP,297,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_index_finger_Obl.BMP,297,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_index_finger_Zcut.BMP,297,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_little_finger_CR.BMP,297,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_little_finger_Obl.BMP,297,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_little_finger_Zcut.BMP,297,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_middle_finger_CR.BMP,297,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_middle_finger_Obl.BMP,297,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_middle_finger_Zcut.BMP,297,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_ring_finger_CR.BMP,297,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_ring_finger_Obl.BMP,297,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_ring_finger_Zcut.BMP,297,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_thumb_finger_CR.BMP,297,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_thumb_finger_Obl.BMP,297,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/297__M_Right_thumb_finger_Zcut.BMP,297,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_index_finger_CR.BMP,298,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_index_finger_Obl.BMP,298,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_index_finger_Zcut.BMP,298,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_little_finger_CR.BMP,298,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_little_finger_Obl.BMP,298,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_little_finger_Zcut.BMP,298,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_middle_finger_CR.BMP,298,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_middle_finger_Obl.BMP,298,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_middle_finger_Zcut.BMP,298,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_ring_finger_CR.BMP,298,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_ring_finger_Obl.BMP,298,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_ring_finger_Zcut.BMP,298,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_thumb_finger_CR.BMP,298,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_thumb_finger_Obl.BMP,298,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Left_thumb_finger_Zcut.BMP,298,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_index_finger_CR.BMP,298,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_index_finger_Obl.BMP,298,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_index_finger_Zcut.BMP,298,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_little_finger_CR.BMP,298,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_little_finger_Obl.BMP,298,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_little_finger_Zcut.BMP,298,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_middle_finger_CR.BMP,298,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_middle_finger_Obl.BMP,298,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_middle_finger_Zcut.BMP,298,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_ring_finger_CR.BMP,298,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_ring_finger_Obl.BMP,298,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_ring_finger_Zcut.BMP,298,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_thumb_finger_CR.BMP,298,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_thumb_finger_Obl.BMP,298,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/298__M_Right_thumb_finger_Zcut.BMP,298,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_index_finger_CR.BMP,299,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_index_finger_Obl.BMP,299,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_index_finger_Zcut.BMP,299,Male,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_little_finger_CR.BMP,299,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_little_finger_Obl.BMP,299,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_little_finger_Zcut.BMP,299,Male,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_middle_finger_CR.BMP,299,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_middle_finger_Obl.BMP,299,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_middle_finger_Zcut.BMP,299,Male,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_ring_finger_CR.BMP,299,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_ring_finger_Obl.BMP,299,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_ring_finger_Zcut.BMP,299,Male,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_thumb_finger_CR.BMP,299,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_thumb_finger_Obl.BMP,299,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Left_thumb_finger_Zcut.BMP,299,Male,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_index_finger_CR.BMP,299,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_index_finger_Obl.BMP,299,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_index_finger_Zcut.BMP,299,Male,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_little_finger_CR.BMP,299,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_little_finger_Obl.BMP,299,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_little_finger_Zcut.BMP,299,Male,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_middle_finger_CR.BMP,299,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_middle_finger_Obl.BMP,299,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_middle_finger_Zcut.BMP,299,Male,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_ring_finger_CR.BMP,299,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_ring_finger_Obl.BMP,299,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_ring_finger_Zcut.BMP,299,Male,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_thumb_finger_CR.BMP,299,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_thumb_finger_Obl.BMP,299,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/299__M_Right_thumb_finger_Zcut.BMP,299,Male,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_index_finger_CR.BMP,29,Female,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_index_finger_Obl.BMP,29,Female,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_index_finger_Zcut.BMP,29,Female,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_little_finger_CR.BMP,29,Female,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_little_finger_Obl.BMP,29,Female,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_little_finger_Zcut.BMP,29,Female,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_middle_finger_CR.BMP,29,Female,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_middle_finger_Obl.BMP,29,Female,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_middle_finger_Zcut.BMP,29,Female,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_ring_finger_CR.BMP,29,Female,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_ring_finger_Obl.BMP,29,Female,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_ring_finger_Zcut.BMP,29,Female,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_thumb_finger_CR.BMP,29,Female,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_thumb_finger_Obl.BMP,29,Female,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Left_thumb_finger_Zcut.BMP,29,Female,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_index_finger_CR.BMP,29,Female,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_index_finger_Obl.BMP,29,Female,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_index_finger_Zcut.BMP,29,Female,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_little_finger_CR.BMP,29,Female,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_little_finger_Obl.BMP,29,Female,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_little_finger_Zcut.BMP,29,Female,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_middle_finger_CR.BMP,29,Female,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_middle_finger_Obl.BMP,29,Female,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_middle_finger_Zcut.BMP,29,Female,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_ring_finger_CR.BMP,29,Female,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_ring_finger_Obl.BMP,29,Female,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_ring_finger_Zcut.BMP,29,Female,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_thumb_finger_CR.BMP,29,Female,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_thumb_finger_Obl.BMP,29,Female,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/29__F_Right_thumb_finger_Zcut.BMP,29,Female,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_index_finger_CR.BMP,2,Female,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_index_finger_Obl.BMP,2,Female,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_index_finger_Zcut.BMP,2,Female,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_little_finger_CR.BMP,2,Female,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_little_finger_Obl.BMP,2,Female,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_little_finger_Zcut.BMP,2,Female,Left,little,Left_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_middle_finger_CR.BMP,2,Female,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_middle_finger_Obl.BMP,2,Female,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_middle_finger_Zcut.BMP,2,Female,Left,middle,Left_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_ring_finger_CR.BMP,2,Female,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_ring_finger_Obl.BMP,2,Female,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_ring_finger_Zcut.BMP,2,Female,Left,ring,Left_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_thumb_finger_CR.BMP,2,Female,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_thumb_finger_Obl.BMP,2,Female,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Left_thumb_finger_Zcut.BMP,2,Female,Left,thumb,Left_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_index_finger_CR.BMP,2,Female,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_index_finger_Obl.BMP,2,Female,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_index_finger_Zcut.BMP,2,Female,Right,index,Right_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_little_finger_CR.BMP,2,Female,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_little_finger_Obl.BMP,2,Female,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_little_finger_Zcut.BMP,2,Female,Right,little,Right_little,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_middle_finger_CR.BMP,2,Female,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_middle_finger_Obl.BMP,2,Female,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_middle_finger_Zcut.BMP,2,Female,Right,middle,Right_middle,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_ring_finger_CR.BMP,2,Female,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_ring_finger_Obl.BMP,2,Female,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_ring_finger_Zcut.BMP,2,Female,Right,ring,Right_ring,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_thumb_finger_CR.BMP,2,Female,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_thumb_finger_Obl.BMP,2,Female,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/2__F_Right_thumb_finger_Zcut.BMP,2,Female,Right,thumb,Right_thumb,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/300__F_Left_index_finger_CR.BMP,300,Female,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/300__F_Left_index_finger_Obl.BMP,300,Female,Left,index,Left_index,Altered,easy
data/raw/SOCOFing/Altered/Altered-Easy/300__F_Left_index_finger_Zcut.BMP,300,Female,Left,index,Left_index,Altered,easy
